title,date,name,topic,thumbnail,notes,collectionsURL,objectType
book pages,"{""Date made"": ""1780""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547162,"{""Object Name"": ""book pages""}"
book pages,"{""Date made"": ""1778""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547161,"{""Object Name"": ""book pages""}"
document,"{""date made"": ""1803/06/22"", ""associated date"": ""1803 06 22""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_546900,"{""Object Name"": ""document""}"
Poems on Various Subjects,"{""Date made"": ""1802""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_542002,"{""Object Name"": ""Book""}"
Letter,"{""date made"": ""1795"", ""associated date"": ""1795 05 17""}","{""associated person"": ""Washington, George""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_542000,"{""Object Name"": ""Letter"", ""Other Terms"": ""Manuscript""}"
letter,"{""date made"": ""1798""}",,"{""Subject"": ""Voyages""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_533943,"{""Object Name"": ""Letter""}"
receipt,"{""date made"": ""1785"", ""associated date"": ""1785 09 17""}","{""associated person"": ""Washington, George""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_531347,"{""Object Name"": ""Receipt""}"
"Pamphlet, ""Letters from a Farmer"", 1767-1768","{""Date made"": ""1774""}",,,,"{""Description"": ""Publications such as John Dickinson\u2019s Letters from a Farmer in Pennsylvania circulated news and opinion to a growing number of subscribers and to patrons of taverns, which often provided papers for common reading. Even illiterate people could listen and debate current events when someone read aloud to the group.""}",https://collections.si.edu/search/detail/edanmdm:nmah_530072,"{""Object Name"": ""Pamphlet""}"
Letter,"{""date made"": ""1794"", ""associated date"": ""1794 10 31""}",,"{""general subject association"": ""History, Reform Movements, Economic Protest""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_529621,"{""Object Name"": ""Letter"", ""Other Terms"": ""Manuscript""}"
newspaper,"{""Date made"": ""1790""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_527865,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1773""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_527864,"{""Object Name"": ""Newspaper""}"
letter,"{""date made"": ""1800"", ""associated date"": ""1800 02 12""}","{""associated person"": ""Adams, Abigail""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_525267,"{""Object Name"": ""letter""}"
Speech ... on American Taxation,"{""Date made"": ""1775"", ""associated date"": ""1774 04 19""}",,"{""general subject association"": ""Taxes""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_524105,"{""Object Name"": ""Book""}"
"Present Political State of the Province of Massachusetts Bay ... , the","{""Date made"": ""1775""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_524104,"{""Object Name"": ""Book""}"
"Collection of ... Papers Relative to the Dispute ... , A","{""Date made"": ""1777"", ""associated date"": ""1764""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_524103,"{""Object Name"": ""Book""}"
Psalms ...,"{""Date made"": ""1810"", ""associated date"": ""1813 05 06""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_523998,"{""Object Name"": ""Book""}"
An Oration ...,"{""Date made"": ""1798"", ""associated date"": ""1798 07 04""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_520407,"{""Object Name"": ""Pamphlet""}"
newspaper,"{""Date made"": ""1807""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_518898,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1805""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_518895,"{""Object Name"": ""Newspaper""}"
"Holy Bible, the New Testament","{""Date made"": ""1804""}","{""associated person"": ""Jefferson, Thomas""}","{""used"": ""Presidents""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_517833,"{""Object Name"": ""Book""}"
"Holy Bible, the New Testament...","{""Date made"": ""1804""}","{""associated person"": ""Jefferson, Thomas""}","{""used"": ""Presidents""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_517832,"{""Object Name"": ""Book""}"
bill of sale,"{""Date made"": ""1786-10-21"", ""associated date"": ""1786""}","{""associated person"": ""Washington, George""}","{""Subject"": ""Slavery""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_515732,"{""Object Name"": ""Bill of Sale""}"
"Electoral Ticket, 1789","{""date made"": ""1789"", ""associated date"": ""1789""}",,"{""general subject association"": ""Political Campaigns""}","https://ids.si.edu/ids/iiif/NMAH-AHB2016q013016/full/250,/0/default.jpg","{""Description"": ""This ballot names four men to serve as members of Maryland\u2019s delegation to the Electoral College in the first presidential election under the U.S. Constitution, in 1789. The Constitution allowed state legislatures to choose their own preferred method of selecting members for the Electoral College that would in turn select the president. Five state legislatures directly appointed members, while others established various systems that allowed voters to have a voice. In Maryland the voters at large, nearly eight thousand men, voted for presidential electors in 1789. Every state\u2019s electors voted for George Washington to be president."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_514677,"{""Object Name"": ""Electoral ticket""}"
newspaper clipping,"{""Date made"": ""1803""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_513955,"{""Object Name"": ""Newspaper Clipping""}"
American Independence ...,"{""Date made"": ""1776""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_513425,"{""Object Name"": ""Book""}"
A Letter to Lord George Germain,"{""Date made"": ""1776""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_513423,"{""Object Name"": ""Pamphlet""}"
document,"{""date made"": ""1802"", ""associated date"": ""1801 02 14\n1802 11 19""}","{""associated person"": ""Monroe, James""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_510014,"{""Object Name"": ""document"", ""Other Terms"": ""Signature""}"
The Pennsylvania Packet and Daily Advertiser,"{""date made"": ""1784"", ""associated date"": ""1784 09 21""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509570,"{""Object Name"": ""Newspaper""}"
Independent Chronicle and the Universal Advertiser,"{""Date made"": ""1790""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509559,"{""Object Name"": ""Newspaper""}"
The Virginia Independent Chronicle,"{""Date made"": ""1787""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509558,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1802""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509553,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1808""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509552,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1804""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509551,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1804""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509550,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1799""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509533,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1773""}",,"{""classified"": ""News""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509532,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1804""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509527,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1804""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509526,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1810""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509516,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1810""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509515,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1797""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509490,"{""Object Name"": ""Newspaper""}"
The Spectator,"{""Date made"": ""1799""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509489,"{""Object Name"": ""Newspaper""}"
newspaper,"{""Date made"": ""1776""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509487,"{""Object Name"": ""Newspaper""}"
The Maryland Journal and the Baltimore Advertiser,"{""Date made"": ""1773""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_509486,"{""Object Name"": ""Newspaper""}"
Copies of Letters Regarding Washington's Body,"{""date made"": ""1799"", ""associated date"": ""1799\n1800 01 08""}","{""associated person"": ""Adams, John\nWashington, Martha""}","{""general subject association"": ""National Symbols""}",,"{""Description"": ""Copies of the announcement by President John Adams that he was requesting George Washington's body from his widow, Martha, to be entombed beneath the Capitol, and Martha's reply.\nThough Martha felt it her duty to allow Washington to be buried in the capitol, she was very grieved by the idea. It never came to pass, and Washington's remains are still at Mount Vernon, his home estate, today."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_506683,"{""Object Name"": ""letter""}"
letter,"{""date made"": ""1789"", ""associated date"": ""1789 02 07""}","{""associated person"": ""Washington, George""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_506682,"{""Object Name"": ""letter""}"
broadside,"{""date made"": ""1787"", ""associated date"": ""April 16, 1787""}",,"{""general subject association"": ""Congress""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_501626,"{""Object Name"": ""Broadside""}"
"Rights of Great Britain Asserted Against the Claims of America, the","{""Date made"": ""1776""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_499115,"{""Object Name"": ""Book""}"
... Acts of the General Assembly of Virginia ...,"{""Date made"": ""1803"", ""associated date"": ""1802 01 26""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_498925,"{""Object Name"": ""Book""}"
Kings People,"{""Date made"": ""1773""}",,"{""general subject association"": ""Politics""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_498294,"{""Object Name"": ""Book""}"
... Consequences of American Independence,"{""Date made"": ""1780""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_498291,"{""Object Name"": ""Book""}"
... Address to the Inhabitants of Pennsylvania,"{""Date made"": ""1777""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_498290,"{""Object Name"": ""Pamphlet""}"
Letters to a Nobleman,"{""Date made"": ""1779""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_498289,"{""Object Name"": ""Book""}"
The Maryland Journal and the Baltimore Advertiser,"{""Date made"": ""1773""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_495954,"{""Object Name"": ""Newspaper""}"
newspaper sheet,"{""date made"": ""1790"", ""associated date"": ""1790 04 10""}","{""associated person"": ""Franklin, Benjamin""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_495829,"{""Object Name"": ""Newspaper Sheet""}"
Hail Columbia,"{""date made"": ""1798"", ""associated date"": ""1798""}",,"{""Subject"": ""Music\nPatriotic""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_467365,"{""Object Name"": ""Sheets (Paper)""}"
"Invoice, uniform items, 1799","{""date made"": ""1799"", ""associated date"": ""1799 05 29""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_455981,"{""Object Name"": ""Sheet of Paper"", ""Other Terms"": ""Sheet of Paper; Documents""}"
"Invoice, hand irons, 1795","{""date made"": ""1795"", ""associated date"": ""1795 05 05""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_455980,"{""Object Name"": ""Sheet of Paper"", ""Other Terms"": ""Sheet of Paper; Documents""}"
"Invoice for oakum, 1798","{""date made"": ""1798"", ""associated date"": ""1798 12 06""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_455979,"{""Object Name"": ""Sheet of Paper"", ""Other Terms"": ""Sheet of Paper; Documents""}"
